"category","room_count","bathroom_count","size","type","price","city","region"
"Maisons et Villas",3,1,210,"À Vendre",185000,"Tunis","Hraïria"
"Magasins, Commerces et Locaux industriels",1,1,180,"À Vendre",180000,"Tunis","L'aouina"
"Magasins, Commerces et Locaux industriels",2,1,39,"À Vendre",19900,"Tunis","Autres villes"
"Appartements",1,1,88,"À Louer",1850,"Tunis","Carthage"
"Magasins, Commerces et Locaux industriels",2,1,36,"À Louer",400,"Tunis","Ezzouhour"
"Bureaux et Plateaux",1,1,36,"À Louer",400,"Tunis","Le Kram"
"Magasins, Commerces et Locaux industriels",1,1,140,"À Louer",1600,"Tunis","L'aouina"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Autres villes"
"Maisons et Villas",4.5,1,202,"À Vendre",648800,"Tunis","Autres villes"
"Appartements",1,1,90,"À Louer",1850,"Tunis","La Marsa"
"Appartements",2,1,100,"À Vendre",130000,"Tunis","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,100,"À Louer",950,"Tunis","L'aouina"
"Maisons et Villas",2,1,100,"À Louer",550,"Tunis","El Omrane supérieur"
"Appartements",3,1,170,"À Louer",200,"Tunis","L'aouina"
"Magasins, Commerces et Locaux industriels",1,1,180,"À Louer",3500,"Tunis","L'aouina"
"Appartements",2,1,100,"À Louer",1250,"Tunis","L'aouina"
"Appartements",2,1,70,"À Louer",550,"Tunis","El Kabaria"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Carthage"
"Appartements",2,1,122,"À Vendre",290000,"Tunis","Menzah"
"Maisons et Villas",4,1,200,"À Vendre",160000,"Tunis","Autres villes"
"Maisons et Villas",3,1,80,"À Louer",400,"Tunis","Le Kram"
"Appartements",2,1,70,"À Vendre",145000,"Tunis","Le Bardo"
"Appartements",4,1,231.5,"À Louer",3500,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",2,1,200,"À Louer",3500,"Tunis","Carthage"
"Magasins, Commerces et Locaux industriels",3,1,68,"À Vendre",160000,"Tunis","Menzah"
"Appartements",4,1,214,"À Vendre",648800,"Tunis","La Marsa"
"Terrains et Fermes",3,1,120,"À Vendre",6e+05,"Tunis","El Omrane supérieur"
"Appartements",1,1,30,"À Louer",270,"Tunis","Tunis"
"Maisons et Villas",1,1,80,"À Louer",150,"Tunis","Le Bardo"
"Maisons et Villas",4,1,231.5,"À Vendre",490000,"Tunis","Tunis"
"Appartements",3,1,135,"À Louer",1200,"Tunis","Carthage"
"Appartements",2,1,120,"À Louer",2200,"Tunis","Tunis"
"Appartements",3,1,135,"À Vendre",320000,"Tunis","Carthage"
"Maisons et Villas",3,1,231.5,"À Vendre",390000,"Tunis","Carthage"
"Appartements",3,1,200,"À Louer",2800,"Tunis","La Marsa"
"Appartements",2,1,120,"À Louer",900,"Tunis","L'aouina"
"Magasins, Commerces et Locaux industriels",1,1,20,"À Louer",300,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Carthage"
"Maisons et Villas",3,1,162,"À Vendre",2e+05,"Tunis","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","L'aouina"
"Appartements",4,1,160,"À Vendre",330000,"Tunis","La Goulette"
"Appartements",1,1,50,"À Louer",200,"Tunis","Autres villes"
"Appartements",3,1,110,"À Vendre",270000,"Tunis","L'aouina"
"Maisons et Villas",3,1,85,"À Louer",650,"Tunis","L'aouina"
"Bureaux et Plateaux",2,1,80,"À Louer",1200,"Tunis","La Goulette"
"Appartements",3,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",4,1,231.5,"À Louer",5000,"Tunis","La Marsa"
"Appartements",1,1,55,"À Louer",1100,"Tunis","La Marsa"
"Appartements",1,1,75,"À Louer",2000,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",2,1,70,"À Louer",2200,"Tunis","Tunis"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",8000,"Tunis","Tunis"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",3e+05,"Tunis","Autres villes"
"Appartements",1,1,86,"À Louer",266000,"Tunis","La Marsa"
"Appartements",2,1,75,"À Louer",1200,"Tunis","Tunis"
"Appartements",3,1,120,"À Louer",1800,"Tunis","La Marsa"
"Appartements",2,1,120,"À Louer",1600,"Tunis","La Marsa"
"Appartements",3,1,100,"À Louer",1500,"Tunis","La Marsa"
"Appartements",2,1,100,"À Louer",3000,"Tunis","La Marsa"
"Appartements",3,1,231.5,"À Louer",3500,"Tunis","La Marsa"
"Appartements",3,1,160,"À Louer",1400,"Tunis","Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Carthage"
"Appartements",2,1,123,"À Vendre",275000,"Tunis","L'aouina"
"Magasins, Commerces et Locaux industriels",2,1,80,"À Vendre",65000,"Tunis","L'aouina"
"Appartements",1,1,70,"À Louer",800,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Tunis","Carthage"
"Appartements",2,1,110,"À Louer",800,"Tunis","Manar"
"Maisons et Villas",4.5,1,231.5,"À Louer",5000,"Tunis","Manar"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Menzah"
"Appartements",1,1,80,"À Louer",90,"Tunis","L'aouina"
"Appartements",3,1,170,"À Vendre",360000,"Tunis","Le Kram"
"Appartements",3,1,111,"À Vendre",285000,"Tunis","L'aouina"
"Appartements",4,1,231.5,"À Vendre",480000,"Tunis","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Le Bardo"
"Maisons et Villas",4.5,1,180,"À Vendre",250000,"Tunis","Le Bardo"
"Magasins, Commerces et Locaux industriels",1,1,200,"À Vendre",250000,"Tunis","Tunis"
"Magasins, Commerces et Locaux industriels",1,1,106,"À Vendre",250000,"Tunis","La Goulette"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",2,1,231.5,"À Vendre",648800,"Tunis","Menzah"
"Appartements",3,1,150,"À Louer",1000,"Tunis","Autres villes"
"Appartements",2,1,50,"À Louer",450,"Tunis","Autres villes"
"Maisons et Villas",3,1,231.5,"À Vendre",350000,"Tunis","Autres villes"
"Bureaux et Plateaux",2,1,60,"À Louer",750,"Tunis","Tunis"
"Appartements",2,1,122,"À Vendre",280000,"Tunis","Menzah"
"Maisons et Villas",2,1,99,"À Louer",350,"Tunis","El Ouardia"
"Maisons et Villas",3,1,150,"À Louer",850,"Tunis","Menzah"
"Appartements",1,1,70,"À Louer",950,"Tunis","Menzah"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",3000,"Tunis","Menzah"
"Maisons et Villas",3,1,120,"À Louer",1000,"Tunis","Le Kram"
"Appartements",3,1,99,"À Vendre",190000,"Tunis","Autres villes"
"Appartements",1,1,70,"À Louer",600,"Tunis","Autres villes"
"Appartements",2,1,231.5,"À Louer",500,"Tunis","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,30,"À Vendre",35000,"Tunis","Autres villes"
"Appartements",3,1,123,"À Vendre",240000,"Tunis","L'aouina"
"Appartements",3,1,143,"À Vendre",320000,"Tunis","Menzah"
"Appartements",1,1,67,"À Vendre",215000,"Tunis","Carthage"
"Bureaux et Plateaux",1,1,50,"À Louer",1500,"Tunis","Centre Ville - Lafayette"
"Magasins, Commerces et Locaux industriels",1,1,80,"À Vendre",125000,"Tunis","Ezzouhour"
"Colocations",4,1,231.5,"À Louer",280,"Tunis","L'aouina"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","L'aouina"
"Appartements",2,1,110,"À Louer",2100,"Tunis","Autres villes"
"Colocations",3,1,100,"À Louer",145,"Tunis","Autres villes"
"Maisons et Villas",4.5,1,152,"À Vendre",230000,"Tunis","Le Bardo"
"Maisons et Villas",4.5,1,164,"À Vendre",150000,"Tunis","Ezzouhour"
"Bureaux et Plateaux",2,1,100,"À Vendre",648800,"Tunis","Tunis"
"Appartements",3,1,140,"À Vendre",350000,"Tunis","Manar"
"Terrains et Fermes",3,1,120,"À Vendre",350000,"Tunis","Le Bardo"
"Maisons et Villas",3,1,200,"À Louer",4500,"Tunis","La Marsa"
"Maisons et Villas",2,1,120,"À Louer",45,"Tunis","Autres villes"
"Appartements",4,1,202,"À Vendre",560000,"Tunis","La Marsa"
"Appartements",2,1,153,"À Louer",480000,"Tunis","La Marsa"
"Appartements",3,1,200,"À Louer",1700,"Tunis","Carthage"
"Magasins, Commerces et Locaux industriels",2,1,20,"À Vendre",45000,"Tunis","Autres villes"
"Appartements",2,1,70,"À Louer",250,"Tunis","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",150000,"Tunis","Carthage"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Carthage"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Tunis"
"Appartements",2,1,180,"À Louer",3500,"Tunis","La Marsa"
"Appartements",3,1,200,"À Louer",2500,"Tunis","La Marsa"
"Appartements",2,1,120,"À Louer",3000,"Tunis","La Marsa"
"Maisons et Villas",4,1,231.5,"À Louer",8500,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",4500,"Tunis","La Marsa"
"Appartements",2,1,120,"À Louer",2500,"Tunis","La Marsa"
"Appartements",2,1,150,"À Louer",4500,"Tunis","La Marsa"
"Bureaux et Plateaux",4,1,110,"À Louer",2400,"Tunis","Tunis"
"Appartements",2,1,55,"À Louer",600,"Tunis","Centre Ville - Lafayette"
"Appartements",2,1,45,"À Louer",500,"Tunis","Tunis"
"Appartements",3,1,130,"À Vendre",648800,"Tunis","L'aouina"
"Appartements",3,1,228,"À Vendre",648800,"Tunis","Carthage"
"Appartements",3,1,200,"À Louer",800,"Tunis","La Marsa"
"Appartements",3,1,200,"À Louer",2800,"Tunis","Le Kram"
"Appartements",2,1,200,"À Louer",2100,"Tunis","La Marsa"
"Maisons et Villas",4,1,231.5,"À Vendre",85000,"Tunis","El Ouardia"
"Maisons et Villas",3,1,100,"À Louer",370,"Tunis","Tunis"
"Magasins, Commerces et Locaux industriels",3,1,231.5,"À Louer",1200,"Tunis","Autres villes"
"Appartements",2,1,75,"À Vendre",160000,"Tunis","Menzah"
"Appartements",1,1,35,"À Louer",550,"Tunis","Menzah"
"Colocations",2,1,90,"À Louer",250,"Tunis","Menzah"
"Maisons et Villas",3,1,231.5,"À Vendre",6e+05,"Tunis","Le Bardo"
"Maisons et Villas",3,1,231.5,"À Louer",5000,"Tunis","La Marsa"
"Maisons et Villas",3,1,120,"À Louer",1350,"Tunis","Menzah"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Menzah"
"Appartements",2,1,94,"À Vendre",190000,"Tunis","Menzah"
"Bureaux et Plateaux",3,1,115,"À Louer",2750,"Tunis","La Marsa"
"Appartements",3,1,135,"À Vendre",295000,"Tunis","Carthage"
"Terrains et Fermes",3,1,120,"À Vendre",95000,"Tunis","La Marsa"
"Maisons et Villas",2,1,110,"À Louer",400,"Tunis","Autres villes"
"Appartements",3,1,100,"À Vendre",13000,"Tunis","Tunis"
"Maisons et Villas",3,1,137,"À Vendre",220000,"Tunis","L'aouina"
"Maisons et Villas",4,1,231.5,"À Louer",4300,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",2000,"Tunis","Menzah"
"Appartements",1,1,77,"À Vendre",234972,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",2000,"Tunis","Menzah"
"Appartements",3,1,180,"À Louer",2800,"Tunis","La Marsa"
"Appartements",1,1,80,"À Louer",1600,"Tunis","Sidi Daoud"
"Appartements",3,1,180,"À Louer",3800,"Tunis","La Marsa"
"Appartements",2,1,118,"À Vendre",495000,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",4.5,1,231.5,"À Vendre",648800,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",4,1,231.5,"À Vendre",3e+05,"Tunis","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Séjoumi"
"Magasins, Commerces et Locaux industriels",1,1,77,"À Louer",3500,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",1,1,25,"À Louer",480,"Tunis","Centre Ville - Lafayette"
"Appartements",3,1,150,"À Louer",950,"Tunis","Menzah"
"Appartements",3,1,110,"À Louer",1200,"Tunis","Manar"
"Appartements",4,1,120,"À Louer",220000,"Tunis","Menzah"
"Maisons et Villas",3,1,231.5,"À Vendre",4e+05,"Tunis","Le Bardo"
"Maisons et Villas",4.5,1,231.5,"À Louer",7000,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",8000,"Tunis","Mutuelleville"
"Appartements",2,1,140,"À Louer",1300,"Tunis","Carthage"
"Maisons et Villas",3,1,231.5,"À Vendre",648800,"Tunis","La Marsa"
"Appartements",3,1,60,"À Louer",50,"Tunis","Le Bardo"
"Appartements",3,1,70,"À Vendre",75000,"Tunis","Sidi Hassine"
"Maisons et Villas",4.5,1,120,"À Vendre",350000,"Tunis","Autres villes"
"Maisons et Villas",3,1,188,"À Vendre",648800,"Tunis","Carthage"
"Maisons et Villas",2,1,110,"À Vendre",190000,"Tunis","Carthage"
"Maisons et Villas",2,1,180,"À Vendre",648800,"Tunis","La Marsa"
"Maisons et Villas",3,1,231.5,"À Louer",1200,"Tunis","Carthage"
"Appartements",1,1,80,"À Louer",2500,"Tunis","La Marsa"
"Appartements",2,1,100,"À Louer",2500,"Tunis","La Marsa"
"Appartements",4,1,150,"À Louer",3500,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Le Kram"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","El Ouardia"
"Maisons et Villas",4,1,200,"À Louer",3300,"Tunis","La Marsa"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Tunis","Carthage"
"Appartements",2,1,191,"À Vendre",648800,"Tunis","La Marsa"
"Appartements",1,1,97,"À Vendre",3e+05,"Tunis","La Marsa"
"Appartements",2,1,144,"À Vendre",648800,"Tunis","La Marsa"
"Appartements",4,1,150,"À Vendre",648800,"Tunis","La Goulette"
"Magasins, Commerces et Locaux industriels",1,1,60,"À Vendre",45000,"Tunis","Le Kram"
"Maisons et Villas",4.5,1,231.5,"À Louer",7500,"Tunis","Sidi Bou Said"
"Appartements",2,1,70,"À Louer",600,"Tunis","Carthage"
"Maisons et Villas",3,1,170,"À Louer",2800,"Tunis","Carthage"
"Appartements",4,1,90,"À Louer",700,"Tunis","Autres villes"
"Maisons et Villas",4.5,1,231.5,"À Louer",2400,"Tunis","Menzah"
"Appartements",3,1,95,"À Vendre",648800,"Tunis","Autres villes"
"Appartements",3,1,95,"À Louer",500,"Tunis","Autres villes"
"Bureaux et Plateaux",4.5,1,231.5,"À Vendre",648800,"Tunis","Autres villes"
"Locations de vacances",2,1,70,"À Louer",70,"Tunis","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,42,"À Vendre",550000,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",1,1,100,"À Vendre",80000,"Tunis","La Goulette"
"Appartements",4,1,229,"À Vendre",648800,"Tunis","La Marsa"
"Appartements",2,1,70,"À Louer",1250,"Tunis","Autres villes"
"Appartements",3,1,80,"À Louer",650,"Tunis","Autres villes"
"Bureaux et Plateaux",4,1,79,"À Louer",1300,"Tunis","Tunis"
"Bureaux et Plateaux",4.5,1,113,"À Louer",1790,"Tunis","Tunis"
"Appartements",3,1,170,"À Louer",4000,"Tunis","Autres villes"
"Maisons et Villas",3,1,231.5,"À Louer",2800,"Tunis","La Marsa"
"Appartements",1,1,67,"À Vendre",155000,"Tunis","Menzah"
"Appartements",4,1,110,"À Vendre",250000,"Tunis","L'aouina"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Mutuelleville"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Tunis","Mutuelleville"
"Appartements",1,1,73,"À Vendre",260000,"Tunis","Le Kram"
"Appartements",1,1,70,"À Louer",1500,"Tunis","Le Kram"
"Bureaux et Plateaux",4.5,1,180,"À Louer",2500,"Tunis","La Marsa"
"Appartements",1,1,85,"À Louer",1150,"Tunis","Le Kram"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",2900,"Tunis","Menzah"
"Maisons et Villas",2,1,110,"À Louer",1500,"Tunis","Le Kram"
"Appartements",3,1,231.5,"À Vendre",6e+05,"Tunis","Tunis"
"Appartements",3,1,100,"À Vendre",175000,"Tunis","Autres villes"
"Appartements",3,1,75,"À Louer",600,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",4.5,1,231.5,"À Louer",3200,"Tunis","Carthage"
"Magasins, Commerces et Locaux industriels",1,1,231.5,"À Louer",12000,"Tunis","L'aouina"
"Appartements",2,1,100,"À Louer",3500,"Tunis","La Marsa"
"Appartements",3,1,80,"À Louer",600,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",4.5,1,220,"À Vendre",220000,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",1,1,50,"À Louer",550,"Tunis","Cité El Khadra"
"Magasins, Commerces et Locaux industriels",4,1,80,"À Vendre",120000,"Tunis","Médina"
"Appartements",1,1,48,"À Louer",950,"Tunis","Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Agba"
"Terrains et Fermes",3,1,120,"À Vendre",259500,"Tunis","La Marsa"
"Maisons et Villas",3,1,170,"À Louer",1300,"Tunis","Menzah"
"Appartements",3,1,120,"À Louer",1600,"Tunis","Centre Urbain Nord"
"Appartements",2,1,113,"À Vendre",215000,"Tunis","L'aouina"
"Appartements",1,1,74,"À Louer",235000,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",350000,"Tunis","Tunis"
"Appartements",3,1,115,"À Louer",3000,"Tunis","Tunis"
"Appartements",2,1,130,"À Louer",3200,"Tunis","La Goulette"
"Bureaux et Plateaux",2,1,65,"À Louer",750,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",3,1,115,"À Vendre",250000,"Tunis","El Kabaria"
"Magasins, Commerces et Locaux industriels",1,1,50,"À Louer",1350,"Tunis","Mutuelleville"
"Appartements",2,1,80,"À Louer",420,"Tunis","Autres villes"
"Appartements",4,1,160,"À Louer",1600,"Tunis","Menzah"
"Appartements",2,1,120,"À Louer",2300,"Tunis","Sidi Daoud"
"Maisons et Villas",3,1,150,"À Louer",3000,"Tunis","La Marsa"
"Appartements",3,1,107,"À Louer",1200,"Tunis","Centre Ville - Lafayette"
"Appartements",1,1,80,"À Louer",950,"Tunis","La Marsa"
"Appartements",3,1,80,"À Louer",180,"Tunis","Centre Ville - Lafayette"
"Appartements",2,1,80,"À Louer",300,"Tunis","El Ouardia"
"Magasins, Commerces et Locaux industriels",1,1,45,"À Vendre",125000,"Tunis","Autres villes"
"Appartements",3,1,100,"À Vendre",225000,"Tunis","Menzah"
"Maisons et Villas",2,1,110,"À Louer",720,"Tunis","Autres villes"
"Appartements",3,1,70,"À Louer",600,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",4.5,1,130,"À Vendre",280000,"Tunis","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Autres villes"
"Appartements",2,1,119,"À Vendre",380000,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Menzah"
"Appartements",4,1,120,"À Vendre",220000,"Tunis","Menzah"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Sidi Hassine"
"Bureaux et Plateaux",4.5,1,120,"À Louer",1000,"Tunis","Manar"
"Maisons et Villas",4,1,231.5,"À Louer",4000,"Tunis","Mutuelleville"
"Bureaux et Plateaux",1,1,26,"À Louer",400,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",2,1,180,"À Louer",1000,"Tunis","Menzah"
"Appartements",1,1,67,"À Louer",750,"Tunis","L'aouina"
"Appartements",3,1,78,"À Vendre",95000,"Tunis","El Kabaria"
"Appartements",2,1,100,"À Louer",250,"Tunis","Carthage"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","La Marsa"
"Appartements",2,1,90,"À Louer",90,"Tunis","L'aouina"
"Bureaux et Plateaux",4,1,180,"À Louer",3500,"Tunis","Centre Urbain Nord"
"Maisons et Villas",3,1,100,"À Vendre",90000,"Tunis","El Ouardia"
"Appartements",4,1,101,"À Vendre",245000,"Tunis","La Marsa"
"Appartements",2,1,100,"À Louer",600,"Tunis","La Marsa"
"Bureaux et Plateaux",1,1,231.5,"À Louer",22500,"Tunis","Le Kram"
"Maisons et Villas",3,1,200,"À Louer",780,"Tunis","La Marsa"
"Appartements",3,1,190,"À Louer",3500,"Tunis","Carthage"
"Appartements",2,1,100,"À Louer",220,"Tunis","La Marsa"
"Appartements",2,1,70,"À Louer",900,"Tunis","Centre Ville - Lafayette"
"Bureaux et Plateaux",4.5,1,231.5,"À Louer",3500,"Tunis","Centre Urbain Nord"
"Maisons et Villas",4,1,231.5,"À Louer",4500,"Tunis","La Marsa"
"Appartements",1,1,140,"À Louer",1500,"Tunis","La Marsa"
"Appartements",1,1,80,"À Louer",5000,"Tunis","L'aouina"
"Appartements",3,1,100,"À Louer",1000,"Tunis","L'aouina"
"Magasins, Commerces et Locaux industriels",1,1,55,"À Louer",850,"Tunis","Centre Ville - Lafayette"
"Appartements",3,1,220,"À Louer",1600,"Tunis","Manar"
"Locations de vacances",1,1,75,"À Louer",90,"Tunis","Menzah"
"Appartements",2,1,140,"À Louer",1800,"Tunis","La Marsa"
"Bureaux et Plateaux",2,1,90,"À Louer",2200,"Tunis","La Marsa"
"Maisons et Villas",4.5,1,231.5,"À Louer",7000,"Tunis","La Marsa"
"Appartements",3,1,178,"À Vendre",540000,"Tunis","Sidi Daoud"
"Appartements",3,1,160,"À Louer",1800,"Tunis","La Marsa"
"Appartements",2,1,100,"À Louer",750,"Tunis","Cité El Khadra"
"Maisons et Villas",2,1,231.5,"À Vendre",648800,"Tunis","El Omrane"
"Appartements",3,1,231.5,"À Louer",5000,"Tunis","La Marsa"
"Appartements",2,1,65,"À Louer",300,"Tunis","Ezzouhour"
"Maisons et Villas",3,1,85,"À Louer",700,"Tunis","Centre Ville - Lafayette"
"Appartements",2,1,70,"À Louer",500,"Tunis","Centre Ville - Lafayette"
"Appartements",2,1,80,"À Louer",400,"Tunis","Autres villes"
"Appartements",2,1,100,"À Louer",750,"Tunis","L'aouina"
"Appartements",2,1,80,"À Louer",350,"Tunis","Ettahrir"
"Magasins, Commerces et Locaux industriels",1,1,200,"À Louer",7800,"Tunis","La Marsa"
"Appartements",2,1,40,"À Louer",600,"Tunis","Mutuelleville"
"Maisons et Villas",2,1,130,"À Louer",470,"Tunis","Sidi Daoud"
"Appartements",2,1,95,"À Louer",900,"Tunis","Autres villes"
"Bureaux et Plateaux",2,1,110,"À Louer",750,"Tunis","Tunis"
"Maisons et Villas",3,1,180,"À Louer",1000,"Tunis","Le Bardo"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Tunis","Le Bardo"
"Magasins, Commerces et Locaux industriels",1,1,80,"À Louer",850,"Tunis","La Marsa"
"Appartements",2,1,40,"À Louer",520,"Tunis","Centre Ville - Lafayette"
"Appartements",3,1,174,"À Vendre",350000,"Tunis","Manar"
"Locations de vacances",2,1,150,"À Louer",120,"Tunis","Autres villes"
"Maisons et Villas",2,1,80,"À Louer",75,"Tunis","Tunis"
"Appartements",3,1,80,"À Vendre",95000,"Tunis","Le Bardo"
"Appartements",4,1,110,"À Vendre",242000,"Tunis","Menzah"
"Magasins, Commerces et Locaux industriels",2,1,80,"À Louer",1500,"Tunis","Autres villes"
"Terrains et Fermes",3,1,120,"À Vendre",4e+05,"Tunis","Autres villes"
"Magasins, Commerces et Locaux industriels",2,1,80,"À Vendre",180000,"Tunis","Autres villes"
"Appartements",3,1,231.5,"À Vendre",648800,"Tunis","Autres villes"
"Colocations",2,1,100,"À Louer",750,"Tunis","Cité El Khadra"
"Appartements",2,1,92,"À Vendre",198000,"Tunis","L'aouina"
"Terrains et Fermes",3,1,120,"À Vendre",648800,"Tunis","Tunis"
"Maisons et Villas",2,1,200,"À Vendre",648800,"Tunis","Autres villes"
"Maisons et Villas",4,1,110,"À Louer",170000,"Tunis","Autres villes"
"Appartements",1,1,85,"À Vendre",175000,"Tunis","L'aouina"
"Appartements",2,1,108,"À Vendre",2e+05,"Tunis","L'aouina"
"Appartements",3,1,125,"À Vendre",250000,"Tunis","L'aouina"
"Appartements",3,1,134,"À Vendre",250000,"Tunis","L'aouina"
"Appartements",2,1,106,"À Vendre",220000,"Tunis","L'aouina"
"Maisons et Villas",4.5,1,231.5,"À Vendre",570000,"Tunis","Le Bardo"
"Appartements",2,1,65,"À Vendre",175000,"Tunis","Autres villes"
"Appartements",3,1,70,"À Vendre",70000,"Tunis","Autres villes"
"Appartements",2,1,120,"À Louer",1500,"Tunis","La Marsa"
"Appartements",3,1,231.5,"À Louer",2800,"Tunis","Sidi Daoud"
"Appartements",3,1,75,"À Vendre",648800,"Tunis","El Kabaria"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Mutuelleville"
"Appartements",1,1,104,"À Vendre",264000,"Tunis","La Marsa"
"Magasins, Commerces et Locaux industriels",1,1,200,"À Vendre",170000,"Tunis","Autres villes"
"Magasins, Commerces et Locaux industriels",1,1,20,"À Vendre",150000,"Tunis","La Marsa"
"Maisons et Villas",3,1,80,"À Louer",350,"Tunis","Autres villes"
"Appartements",4,1,85,"À Vendre",147000,"Tunis","L'aouina"
"Appartements",3,1,197,"À Vendre",545000,"Tunis","Sidi Daoud"
"Appartements",2,1,140,"À Louer",1070,"Tunis","Autres villes"
"Appartements",1,1,78,"À Vendre",235000,"Tunis","Carthage"
"Appartements",3,1,95,"À Louer",420,"Tunis","Agba"
"Appartements",3,1,109,"À Louer",1100,"Tunis","Centre Ville - Lafayette"
"Appartements",2,1,74,"À Louer",900,"Tunis","Centre Ville - Lafayette"
"Bureaux et Plateaux",3,1,116,"À Vendre",302000,"Tunis","Tunis"
"Maisons et Villas",4.5,1,231.5,"À Vendre",450000,"Tunis","Carthage"
"Maisons et Villas",4,1,231.5,"À Vendre",648800,"Tunis","L'aouina"
"Appartements",4,1,147,"À Vendre",450000,"Tunis","Carthage"
"Appartements",4,1,120,"À Louer",1000,"Tunis","Manar"
"Appartements",2,1,100,"À Louer",1600,"Tunis","L'aouina"
"Appartements",4,1,170,"À Louer",2200,"Tunis","La Marsa"
"Locations de vacances",2,1,100,"À Louer",60,"Tunis","El Omrane supérieur"
"Appartements",2,1,135,"À Louer",3000,"Tunis","Autres villes"
"Appartements",4,1,142,"À Vendre",4e+05,"Tunis","Autres villes"
"Appartements",4,1,231.5,"À Vendre",370000,"Tunis","Le Kram"
"Magasins, Commerces et Locaux industriels",1,1,40,"À Louer",850,"Tunis","Centre Ville - Lafayette"
"Maisons et Villas",4.5,1,231.5,"À Vendre",648800,"Tunis","Carthage"
